Entry,Coiled_coil,Compositional_bias,Domain_CC,Domain_FT,Motif,Region,Repeat,Zinc_finger
P32798,,COMPBIAS 207..229; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 388..403; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: Contains 3 histidine repeat motifs between the 4th and 5th transmembrane, exposed to the cytoplasm, that may be involved in the binding site of zinc. {ECO:0000250|UniProtKB:P20107}.",,MOTIF 140..144; /note="Histidine repeat 1"; /evidence="ECO:0000250|UniProtKB:P20107"; MOTIF 165..169; /note="Histidine repeat 2"; /evidence="ECO:0000250|UniProtKB:P20107"; MOTIF 219..223; /note="Histidine repeat 3"; /evidence="ECO:0000250|UniProtKB:P20107",REGION 207..231; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 388..408; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32799,,,,,,,,
P32800,,,"DOMAIN: The three subunits of the retrotranslocation channel (PEX2, PEX10 and PEX12) coassemble in the membrane into a channel with an open 10 Angstrom pore (By similarity). The RING-type zinc-fingers that catalyze PEX5 receptor ubiquitination are positioned above the pore on the cytosolic side of the complex (By similarity). {ECO:0000250|UniProtKB:G2Q1C9}.",,,,,ZN_FING 222..259; /note="RING-type"
P32801,,COMPBIAS 31..47; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 566..587; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 88..420; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159",,REGION 27..47; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 520..547; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 562..587; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32802,,,,,,,,
P32803,,,,DOMAIN 30..118; /note="GOLD"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00096",,,,
P32807,,,,DOMAIN 268..483; /note="Ku",,,,
P32828,,COMPBIAS 72..88; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The region between Ser-201 and Leu-335 is required recruitment of SLX5 to ub-hotspots via interaction with EUC1. {ECO:0000269|PubMed:31015336}.,,,REGION 1..23; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 63..90; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 201..335; /note="EUC1 interaction domain"; /evidence="ECO:0000269|PubMed:31015336",,
P32829,,COMPBIAS 530..585; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 522..597; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 610..629; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 644..692; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32830,,,"DOMAIN: The twin CX3C motif contains 4 conserved Cys residues that form 2 disulfide bonds in the mitochondrial intermembrane space. However, during the transit of TIM12 from cytoplasm into mitochondrion, the Cys residues probably coordinate zinc, thereby preventing folding and allowing its transfer across mitochondrial outer membrane (By similarity). {ECO:0000250}.",,MOTIF 40..66; /note="Twin CX3C motif",,,
P32832,,COMPBIAS 32..65; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 66..94; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..97; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 248..435; /note="Functional region; able to complement all NPL6 null allele phenotypes",,
P32833,,COMPBIAS 24..45; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 80..116; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 130..146; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 147..167; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..184; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 204..225; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32835,,,,,,,,
P32838,,,,,,,,
P32839,,,,,MOTIF 69..83; /note="Mitochondrial-targeting signal",,,
P32842,,,,,,,,
P32844,,,,,,,,
P32849,,,,DOMAIN 519..730; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"; DOMAIN 995..1165; /note="Helicase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00542",MOTIF 681..684; /note="DEGH box",REGION 302..327; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,ZN_FING 914..961; /note="RING-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00175"
P32854,,,,DOMAIN 195..257; /note="t-SNARE coiled-coil homology"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00202",,,,
P32855,COILED 114..148; /evidence="ECO:0000255",COMPBIAS 1025..1050; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1006..1065; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32860,,,DOMAIN: The CxxC motif may bind a [4Fe-4S] cluster. {ECO:0000305|PubMed:27532773}.,,MOTIF 196..199; /note="CxxC motif"; /evidence="ECO:0000305|PubMed:27532773",,,
P32861,,,,,,REGION 448..499; /note="Oligomerization",,
P32862,,COMPBIAS 1..28; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 105..149; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 280..323; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 384..471; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 956..973; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..46; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 77..149; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 226..254; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 269..323; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 384..506; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 944..977; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32863,,COMPBIAS 188..223; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 305..319; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 322..504; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"; DOMAIN 659..812; /note="Helicase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00542",MOTIF 21..25; /note="Nuclear localization signal"; /evidence="ECO:0000255"; MOTIF 41..45; /note="Nuclear localization signal"; /evidence="ECO:0000255"; MOTIF 455..458; /note="DEGH box",REGION 1..22; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 188..238; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 302..321; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32864,,,,,,,,
P32867,,,,DOMAIN 190..252; /note="t-SNARE coiled-coil homology"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00202",,,,
P32873,,COMPBIAS 377..391; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 796..829; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 634..741; /note="PH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00145"; DOMAIN 913..1128; /note="Rho-GAP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00172",,REGION 194..241; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 345..391; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 418..486; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 746..777; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 796..838; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32874,,,,DOMAIN 134..635; /note="Biotin carboxylation"; DOMAIN 292..484; /note="ATP-grasp"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00409"; DOMAIN 763..837; /note="Biotinyl-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01066"; DOMAIN 1532..1867; /note="CoA carboxyltransferase N-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01136"; DOMAIN 1871..2187; /note="CoA carboxyltransferase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01137",,REGION 1532..2187; /note="Carboxyltransferase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01138",,
P32891,,,,DOMAIN 146..327; /note="FAD-binding PCMH-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00718",,,,
P32892,COILED 621..667; /evidence="ECO:0000255",COMPBIAS 119..145; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 166..190; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 682..696; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 702..738; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The Q motif is unique to and characteristic of the DEAD box family of RNA helicases and controls ATP binding and hydrolysis.,DOMAIN 262..437; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"; DOMAIN 448..639; /note="Helicase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00542",MOTIF 231..259; /note="Q motif"; MOTIF 385..388; /note="DEAD box",REGION 1..61; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 119..223; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 673..752; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32893,,COMPBIAS 173..192; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 164..193; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32895,,,,,,,,
P32897,,,,,,REGION 1..25; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32898,,,,,,,,
P32899,,,,DOMAIN 109..175; /note="S4 RNA-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00182",,,,
P32900,,COMPBIAS 36..68; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 239..304; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 305..327; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 720..734; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 30..68; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 239..327; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 647..671; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 707..734; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32901,,COMPBIAS 9..31; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 32..51; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..66; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32905,,COMPBIAS 213..252; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 209..252; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32906,,,,,,,,
P32908,COILED 173..489; /evidence="ECO:0000255"; COILED 679..1063; /evidence="ECO:0000255",,"DOMAIN: The flexible SMC hinge domain, which separates the large intramolecular coiled coil regions, allows the heterotypic interaction with the corresponding domain of SMC3, forming a V-shaped heterodimer. The two heads of the heterodimer are then connected by different ends of the cleavable MCD1 protein, forming a ring structure.",DOMAIN 527..641; /note="SMC hinge",MOTIF 1057..1061; /note="Nuclear localization signal"; /evidence="ECO:0000255",,,
P32909,COILED 369..440; /evidence="ECO:0000255",COMPBIAS 351..444; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 445..485; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 495..510; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 523..540; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 568..592; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 205..261; /note="GYF"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00101",,REGION 346..510; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 523..548; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 567..592; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32910,,,,,,,,
P32911,,,,,,,,
P32912,COILED 168..186; /evidence="ECO:0000255",,,DOMAIN 1..124; /note="PX"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00147"; DOMAIN 250..312; /note="t-SNARE coiled-coil homology"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00202",,,,
P32913,COILED 359..385; /evidence="ECO:0000255",COMPBIAS 26..93; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 476..504; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: The C-terminal half, which contain the coiled-coils domains, is necessary and sufficient for interaction with VPS5. {ECO:0000269|PubMed:12181349}.","DOMAIN 108..227; /note=""PX""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00147, ECO:0000269|PubMed:35506766""",,REGION 1..100; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 474..504; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32914,,,,,,,,ZN_FING 7..27; /note="C4-type"; /evidence="ECO:0000255"
P32915,,,,,,,,
P32916,,COMPBIAS 169..184; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: The SRX domain is sufficient for interaction with GTP-bound SRP102/SR-beta.; DOMAIN: The NG domain, also named G domain, is a special guanosine triphosphatase (GTPase) domain, which forms a guanosine 5'-triphosphate (GTP)-dependent complex with a homologous NG domain in the signal recognition particle (SRP) complex subunit SRP54 (By similarity). The two NG domains undergo cooperative rearrangements upon their assembly, which culminate in the reciprocal activation of the GTPase activity of one another (By similarity). GTPase induced rearrangement of SR drives SRP-mediated cotranslational protein translocation into the ER (By similarity). {ECO:0000250|UniProtKB:P08240}.",,,REGION 1..158; /note="SRX"; REGION 167..217; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 398..620; /note="NG domain"; /evidence="ECO:0000250|UniProtKB:P08240",,
P32917,,COMPBIAS 65..144; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 778..792; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 793..821; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..25; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 58..151; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 778..821; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32939,,,,,MOTIF 37..45; /note="Effector region"; /evidence="ECO:0000305",,,
P32943,,COMPBIAS 68..91; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 63..91; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P32944,,COMPBIAS 377..395; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 444..794; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159",,REGION 86..105; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 117..168; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 278..297; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 341..395; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 707..736; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P33122,,COMPBIAS 89..107; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 180..265; /note="bHLH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00981",,REGION 89..109; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 221..245; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P33201,,,,,,,,
P33202,,COMPBIAS 1..19; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 36..57; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 88..107; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 1376..1483; /note="HECT"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00104",,REGION 1..117; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1007..1081; /note="K-box",,
P33203,,,DOMAIN: The WW and FF domains bind to the phosphorylated carboxy-terminal domain of RPB1.,DOMAIN 1..31; /note="WW 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00224"; DOMAIN 42..72; /note="WW 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00224"; DOMAIN 132..188; /note="FF 1"; DOMAIN 201..257; /note="FF 2"; DOMAIN 262..332; /note="FF 3"; DOMAIN 354..413; /note="FF 4"; DOMAIN 427..488; /note="FF 5"; DOMAIN 491..552; /note="FF 6",,,,
P33296,,COMPBIAS 209..228; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 5..167; /note="UBC core"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00388",,REGION 209..229; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P33297,,,,,,,,
P33298,,,,,,,,
P33299,,COMPBIAS 109..133; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..26; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 108..140; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P33300,,,,,,,,
P33301,,COMPBIAS 438..455; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 28..50; /note="FHA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00086",,REGION 429..455; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 807..854; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P33302,,COMPBIAS 7..29; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 824..851; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: The N-terminal ABC transporter domain (positions 161 to 410) contains degenerated Walker A and B ATP-binding motifs, suggesting that it may be less efficient in ATP binding or not functional at all. This is a distinctive feature of the PDR subfamily. {ECO:0000269|PubMed:8294477}.; DOMAIN: The unusual length of the two extracellular loops at positions 686 to 774 and 1408 to 1476 is another specific feature of the PDR subfamily which may have an important role for function. {ECO:0000269|PubMed:8294477}.",DOMAIN 161..410; /note="ABC transporter 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00434"; DOMAIN 869..1112; /note="ABC transporter 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00434",,REGION 1..32; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 52..71; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 824..858; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P33307,,,,DOMAIN 23..96; /note="Importin N-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00115",MOTIF 366..381; /note="Nuclear localization signal"; /evidence="ECO:0000255",,REPEAT 1..33; /note="HEAT 1"; REPEAT 34..73; /note="HEAT 2"; REPEAT 74..120; /note="HEAT 3"; REPEAT 121..157; /note="HEAT 4"; REPEAT 158..220; /note="HEAT 5"; REPEAT 221..278; /note="HEAT 6"; REPEAT 279..323; /note="HEAT 7"; REPEAT 324..392; /note="HEAT 8"; REPEAT 393..445; /note="HEAT 9"; REPEAT 446..489; /note="HEAT 10"; REPEAT 490..528; /note="HEAT 11"; REPEAT 529..586; /note="HEAT 12"; REPEAT 587..630; /note="HEAT 13"; REPEAT 631..674; /note="HEAT 14"; REPEAT 675..716; /note="HEAT 15"; REPEAT 717..751; /note="HEAT 16"; REPEAT 752..794; /note="HEAT 17"; REPEAT 795..826; /note="HEAT 18"; REPEAT 827..928; /note="HEAT 19; with insert"; REPEAT 929..960; /note="HEAT 20",
P33308,,COMPBIAS 26..47; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 48..64; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,MOTIF 77..99; /note="Nuclear localization signal"; /evidence="ECO:0000255"; MOTIF 136..149; /note="Nuclear localization signal"; /evidence="ECO:0000255",REGION 18..64; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P33309,,,,,,,,
P33310,,,,DOMAIN 103..398; /note="ABC transmembrane type-1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; DOMAIN 432..673; /note="ABC transporter"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00434",,,,
P33313,,,,,,REGION 1..37; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",REPEAT 83..116; /note="TPR 1"; REPEAT 121..154; /note="TPR 2"; REPEAT 155..189; /note="TPR 3",
P33314,,COMPBIAS 1027..1067; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 316..444; /note="C2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; DOMAIN 505..721; /note="Ras-GAP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00167",,REGION 1027..1104; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P33317,,,,,,,,
P33322,,COMPBIAS 360..380; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 400..483; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 266..341; /note="PUA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00161",,REGION 357..483; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 434..463; /note="10 X 3 AA tandem repeats of K-K-[DE]",REPEAT 434..436; /note="1"; REPEAT 437..439; /note="2"; REPEAT 440..442; /note="3"; REPEAT 443..445; /note="4"; REPEAT 446..448; /note="5"; REPEAT 449..451; /note="6"; REPEAT 452..454; /note="7"; REPEAT 455..457; /note="8"; REPEAT 458..460; /note="9"; REPEAT 461..463; /note="10",
